city_clean,city_listing_count
shillington,21
shiloh,100
shiner,34
shingle springs,102
shinglehouse,20
shingleton,1
shingletown,105
shingobee,2
shinnecock hills,1
shinnston,29
shiocton,15
ship bottom,31
shipman,40
shippensburg,189
shippenville,18
shippingport,3
shipshewana,3
shiremanstown,2
shirland,1
shirley,316
shirleysburg,4
shiro,3
shoals,8
shock,1
shoemakersville,17
shohola,105
shokan,20
shongaloo,10
shoreacres,33
shoreham,39
shoreline,412
shoreview,166
shorewood,314
short gap,2
shorter,8
shortsville,14
shoshone,27
shoshoni,6
shoup,1
show low,368
showell,1
shreve,6
shreveport,1481
shrewsbury,166
shrewsbury township,6
shrub oak,6
shubuta,9
shulerville,1
shullsburg,9
shumway,6
shunk,1
shuqualak,2
shushan,2
shutesbury,12
siasconset,1
sibley,25
sicily island,3
sicklerville,282
side lake,6
sidell,3
sidman,3
sidnaw,3
sidney,348
sidney center,2
sidney hills sidney,1
sidon,2
sienna plantation,3
sieper,1
sierra blanca,66
sierra bonita,3
sierra city,15
sierra madre,71
sierra vista,380
sierraville,3
siesta key,2
sigel,10
sigel township,1
signal hill,90
signal mountain,89
sigourney,24
sigurd,3
sikeston,127
silas,2
silcrk,1
siler city,50
silesia,2
siletz,10
silex,54
silo,2
siloam,3
siloam springs,298
silsbee,76
silt,56
silva,9
silver bay,22
silver city,427
silver cliff,57
silver creek,85
silver gate,2
silver grove,8
silver lake,56
silver lakes,23
silver plume,1
silver point,35
silver ridge township,1
silver spring,1574
silver springs,497
silver star,5
silver township,1
silverado canyon,29
silverbrook rd,1
silvercreek township,1
silverdale,153
silverhill,67
silverlake,22
silverstreet,1
silverthorne,250
silverton,153
silverwood,5
silvis,53
simi valley,873
simla,4
simmesport,2
simmons rd,1
simms,39
simonton,34
simpson,29
simpsonville,1085
sims,22
simsboro,10
simsbury,73
sinajana,8
sinclair,10
sinclairville,10
singer,7
singer island,4
singers glen,6
sinking spring,66
sinks grove,3
sinton,60
sioux center,12
sioux city,235
sioux falls,836
sioux rapids,8
sipesville,1
sipsey,2
siren,42
sisseton,6
sissonville,6
sister bay,62
sisterdale,2
sisters,129
sistersville,13
sitka,34
six lakes,8
six mile,62
six mile run,1
sixes,3
skagway,1
skamania,4
skamokawa,2
skandia,6
skaneateles,77
skaneateles falls,2
skanee,1
skellytown,2
skiatook,190
skidmore,19
skillman,27
skippack,10
skippers,3
skipperville,6
skipwith,15
skokie,435
skowhegan,26
skull valley,9
sky high,1
sky valley,84
skyforest,6
skykomish,6
skyline,1
skytop,1
skywagon ln,1
slade,1
slagle,1
slana,3
slanesville,13
slate hill,12
slate run,1
slater,19
slaterville springs,1
slatington,16
slaton,30
slatyfork,31
slatyridge,1
slaughter,18
slaughters,1
slaughterville,7
slayton,58
sleepy eye,24
sleepy hollow,41
slickville,1
slidell,629
sligo,2
slinger,75
slingerlands,3
slippery rock,40
sloan,34
sloansville,3
sloat,1
sloatsburg,8
slocomb,22
slocum,4
sloughhouse,6
slovan,6
smackover,8
smallwood,14
smartsville,44
smelterville,4
smethport,20
smicksburg,6
smiley,16
smith,60
smith center,22
smith point,12
smith river,44
smithburg,1
smithdale,10
smithers,3
smithfield,403
smithland,15
smithmill,2
smiths creek,7
smiths ferry,1
smiths grove,41
smiths station,36
smithsburg,48
smithton,42
smithtown,146
smithville,386
smithville flats,1
smithwick,1
smoaks,6
smock,8
smoke rise,10
smoky hollow,1
smoot,4
smyer,2
smyrna,1037
smyrna mills,7
snake creek loop,1
sneads,22
sneads ferry,490
sneedville,62
snelling,9
snellv,5
snellville,523
snohomish,503
snook,55
snoqualmie,111
snoqualmie pass,41
snover,7
snow camp,25
snow hill,126
snow lake shores,1
snow shoe,7
snowball,1
snowbird,1
snowden,5
snowflake,165
snowmass,8
snowmass village,138
snowshoe,66
snowville,4
snyder,95
snyderville,1
so coffeyville,2
soap lake,57
sobieski,24
social circle,104
society hill,3
socorro,271
soda springs,48
soddy daisy,188
sodus,19
sodus point,9
solana beach,67
solatario terlingua ranch,1
soldier,3
soldiers grove,7
soldotna,66
solebury,1
soledad,34
solgohachia,2
solitude,1
solo,3
solomon,19
solomons,32
solon,272
solon springs,22
solsberry,13
solvang,26
solvay,24
solway,9
somerdale,63
somers,94
somers point,87
somers township,1
somerset,954
somerset center,5
somersworth,26
somerton,63
somerville,568
somes bar,1
somis,30
somonauk,41
sonoita,24
sonoma,196
sonora,401
sontag,7
sopchoppy,41
soper,8
soperton,15
sophia,17
soquel,37
sorento,5
sorrento,104
soso,12
soudan,3
souderton,70
soulsbyville,20
sound beach,52
sour lake,105
souris,1
south 1st saint,2
south 21st saint,1
south 5th saint,1
south abington,3
south abington township,39
south amboy,95
south amherst,10
south barrington,67
south bay,13
south beach,28
south beloit,61
south bend,353
south berwick,11
south bethany,20
south bethlehem,1
south bloomfield,44
south bloomingville,5
south boardman,16
south boston,109
south bound brook,30
south branch,14
south bristol,3
south brunswick,206
south burlington,38
south byron,1
south cairo,2
south charleston,95
south chatham,15
south cheektowaga,1
south chicago heights,18
south cle elum,9
south coffeyville,3
south colonie,1
south colton,4
south cowan saint,2
south dakota saint,1
south dayton,9
south daytona,63
south dennis,43
south dos palos,2
south el monte,49
south elgin,262
south end,3
south english,1
south euclid,279
south fallsburg,10
south floral park,7
south fork,170
south fork lodgepole rd,1
south fulton,167
south gate,132
south gerald davis ln,1
south gibson,5
south glens falls,56
south greenfield,1
south hackensack,3
south hadley,106
south hampton,2
south harrison township,1
south haven,232
south heart,15
south heights,4
south hempstead,7
south hero,4
south hill,37
south holland,94
south houston,62
south huntington,11
south hutchinson,31
south jacksonville,2
south jamesport,4
south jordan,214
south kingstown,228
south lake tahoe,532
south lebanon,25
south lyon,60
south marietta parkway,1
south miami,80
south mills,37
south milwaukee,122
south mountain,3
south nebraska saint,1
south new berlin,1
south ogden,23
south orange,2
south orange village,2
south orange village township,92
south otselic,5
south ozone,1
south ozone park,109
south padre island,307
south palm beach,34
south park,67
south pasadena,221
south pekin,6
south pittsburg,63
south plainfield,154
south plymouth,2
south point,31
south portland,12
south prairie,8
south range,27
south richmond hill,2
south river,86
south rockwood,4
south roxana,20
south russell,2
south saint paul,165
south salem,15
south salt lake,21
south san francisco,231
south san gabriel,1
south seaside park,2
south seaville,6
south setauket,21
south shore,16
south sioux city,101
south solon,1
south state road 3,1
south sterling,4
south taft mason city,1
south thomaston,14
south toe,1
south us 301 clark saint,1
south utah saint,1
south vandervoort rd,1
south vienna,13
south wales,15
south wayne,7
south weber,11
south webster,5
south whitehall township,23
south whitley,4
south williamson,10
south williamsport,11
south wilmington,1
south windsor,92
south yarmouth,117
south zanesville,1
southam,1
southampton,505
southaven,344
southborough,50
southbridge,120
southbury,102
southeast 141 pl,1
southeast 142nd ln,1
southeast 201st saint,1
southeast 58 ave,2
southeast hart ave,1
southern pines,200
southern shores,40
southfield,85
southfield township,1
southfields,3
southgate,66
southington,169
southlake,203
southmayd,16
southmont,1
southold,50
southport,784
southside,52
southside place,13
southwest 32nd pl,1
southwest 87th cir,1
southwest city,9
southwest harbor,9
southwest ranches,77
southwest texas saint,1
southwick,76
spalding,3
spanaway,538
spang township,1
spangle,20
spanish fork,225
spanish fort,200
spanishburg,2
sparkill,3
sparkman,1
sparks,1102
sparks glencoe,26
sparland,23
sparr,1
sparrow bush,25
sparrows point,25
sparta,1004
sparta township,1
spartanburg,834
spartansburg,6
spaulding,6
spaulding township,2
spavinaw,16
speaker township,3
spearfish,164
spearman,6
spearsville,14
spearville,1
speculator,5
speedway,31
speedwell,101
spelter,1
spencer,612
spencer brook township,12
spencerport,56
spencertown,1
spencerville,22
speonk,5
speonk remsenburg,1
sperry,91
sperryville,15
spiceland,6
spicer,59
spicewood,162
spillville,2
spindale,27
spirit lake,223
spiritwood lake,2
spiro,19
spisak rd,1
spivey,5
splendora,223
spofford,1
spokane,2831
spokane valley,753
spooner,47
spotswood,95
spotsylvania,401
spottsville,2
spout spring,7
spr,1
sprague,38
sprague river,35
spragueville,1
sprakers,8
spray,9
spreckels,6
sprigg township,17
spring,2485
spring arbor,34
spring bay,5
spring branch,365
spring brook township,11
spring church,1
spring city,250
spring cove rd,1
spring creek,127
spring glen,8
spring green,52
spring grove,265
spring hill,381
spring hope,28
spring house,1
spring lake,319
spring lake heights,26
spring lake park,55
spring mills,22
spring mount,5
spring park,3
spring run,5
spring valley,650
spring valley township,6
spring valley village,20
springboro,91
springbrook,7
springdale,796
springer,23
springerville,41
springfield,4772
springfield center,15
springfield center new york,1
springfield gardens,62
springfield township,158
springhill,1660
springport,9
springstead,1
springtown,291
springvale,1
springvale township,1
springville,428
springwater,19
sprott,2
spruce,21
spruce creek,3
spruce drive,1
spruce pine,167
spud patch rd,3
spur,8
spurger,16
spurlockville,1
spurr township,1
square butte,1
squaw lake,3
squaw valley,65
squire,2
st augustine,10
st johns,9
st peters,3
st. augustine,57
st. cloud,32
st. george,12
st. hedwig,8
st. johns,48
st. michael,19
staatsburg,47
stacy,36
stacyville,3
stafford,1047
stafford springs,1
stafford township,8
staffordsville,20
stage road virginia city,1
stagecoach,82
stahlstown,4
staley,9
stallings,18
stallion springs,2
stambaugh,19
stamford,537
stamping ground,33
stamps,3
stanardsville,137
stanberry,4
stanchfield,19
standish,71
stanfield,74
stanfold township,1
stanford,97
stanfordville,24
stanhope,29
stanley,296
stanleytown,4
stannard,1
stannard township,1
stansbury park,50
stanton,219
stantonsburg,8
stantonville,4
stanville,9
stanwood,233
staplehurst,1
staples,42
stapleton,33
star,454
star city,24
star harbor,6
star lake,16
star prairie,17
star ranch,1
star tannery,8
star township,5
star valley,24
star valley ranch,50
starbuck,33
starford,2
stark,9
stark city,8
starke,189
starks,6
starksboro,2
starkville,301
starlight,13
starr,14
starrucca,7
start,10
startex,14
state center,19
state college,346
state highway 55,2
state highway 67,1
state highway 70,1
state highway 97,1
state line,6
state road,18
stateburg,1
stateline,92
staten island,2633
statenville,3
statesboro,369
statesville,603
statham,161
statts mills,1
staunton,497
staunton park,2
stayton,43
ste genevieve,33
steam mill rd,1
steamboat rock,3
steamboat springs,225
stearns,18
stecoah,7
stedman,43
steedman,3
steele,36
steeles tavern,5
steeleville,13
steelton,69
steelville,35
steens,2
steger,54
steilacoom,62
steinhatchee,123
stella,64
stelle,1
stem,6
stendal,1
stephen,1
stephens,11
stephens city,207
stephenson,105
stephenson t wi,3
stephensport,1
stephensville,3
stephentown,42
stephenville,265
steptoe,4
sterling,1137
sterling city,4
sterling heights,167
sterling township,14
sterlington,220
sterrett,61
stetson,5
stetsontown township,1
stetsonville,7
steuben,13
steubenville,191
stevens,43
stevens point,200
stevens village,1
stevensburg,4
stevenson,43
stevenson ranch,75
stevensville,358
stevinson,13
steward,4
stewardson,2
stewart,34
stewart manor,2
stewart valley,1
stewartstown,255
stewartsville,7
stewartville,59
stickney,33
stidham,1
stigler,92
stiles,2
stilesville,2
stillman valley,23
stillwater,706
stillwater village,1
stilwell,112
stinnett,16
stinson beach,4
stirling city,4
stirum,1
stites,9
stittville,3
stitzer,1
stock island,18
stockbridge,628
stockdale,38
stockett,4
stockholm,4
stockport,30
stockton,2444
stockton springs,14
stockville,1
stockwell,2
stoddard,17
stokes,12
stokesdale,137
stollings,4
stone,22
stone creek,5
stone harbor,48
stone hill dr mayflower,2
stone lake,17
stone mountain,587
stone park,20
stone ridge,36
stoneboro,9
stonec,3
stonecrest,107
stonefort,5
stonegate at harrison harrison,1
stoneham,113
stonehill ranch ests mayflower,1
stonelick township,8
stonem,4
stoneville,78
stonewall,50
stonewood,9
stoney beach,13
stonington,80
stony brook,60
stony creek,29
stony hills dr perham,3
stony hills ln perham,2
stony point,73
stonyford,15
storden,5
storm lake,44
stormville,38
storrs,5
story,23
story city,74
stoughton,343
stout,6
stoutland,9
stoutsville,25
stovall,3
stover,59
stow,289
stowe,41
stowell,3
stoystown,10
strabane,6
strafford,39
straight dr,2
straight dr unit,1
strang,8
strange creek,1
strasburg,227
stratford,337
stratham,11
strathcona,3
strathmere,13
strathmore,16
strattanville,4
stratton,37
straughn,3
strausstown,5
strawberry,40
strawberry plains,45
strawberry point,3
strawberry valley,6
strawberry valley rd,1
strawn,21
streamwood,249
streator,137
street,33
streeter,2
streetman,79
streetsboro,174
strickland township,1
stringer,2
stringtown,5
stromsburg,8
strong,6
strong city,3
stronghurst,7
strongstown,1
strongsville,187
stroud,32
stroud township,4
stroudsburg,269
strum,38
strunk,9
struthers,107
stryker,6
strykersville,12
stuart,761
stuart island,9
stuarts draft,98
studio city,267
study butte,1
study butte terlingua,1
stumpy point,11
sturbridge,71
sturgeon,10
sturgeon bay,198
sturgeon lake,25
sturgeon township,1
sturges,1
sturgis,271
sturtevant,55
stuttgart,65
stuttgart casscoe,1
stuyvesant,31
stuyvesant hts,3
suamico,57
subiaco,3
sublette,134
sublimity,18
success,3
suches,55
sudan,3
sudbury,123
sudlersville,18
suffern,56
suffield,44
suffolk,369
sugar camp,17
sugar city,11
sugar creek,9
sugar grove,179
sugar hill,119
sugar island,18
sugar island township,1
sugar land,1016
sugar loaf,2
sugar mountain,73
sugar notch,4
sugar run,5
sugar tree,10
sugar valley,8
sugarcreek,22
sugarcreek township,73
sugarh,2
sugarloaf,119
sugarloaf key,2
sugartown,3
suisun city,121
suitland,130
sula,7
sulligent,5
sullivan,292
sullivan city,23
sullivans island,10
sully,7
sulphur,432
sulphur bluff,3
sulphur rock,3
sulphur springs,181
sultan,116
sumas,38
sumatra,1
sumava resorts,2
sumerco,2
sumerduck,30
sumiton,29
summer lake,3
summer shade,12
summerdale,87
summerfield,769
summerfield township,3
summerhill,3
summerland,8
summerland key,22
summers,12
summerset,31
summersville,56
summerton,85
summertown,46
summerville,1047
summit,343
summit hill,19
summit lake,9
summit park,1
summit point,11
summit ridge dr,1
summit township,1
summitville,4
sumner,168
sumner township,1
sumpter,16
sumpter township,54
sumrall,80
sumter,792
sumter township,1
sumterville,32
sun,2
sun city,908
sun city center,563
sun city west,619
sun lakes,323
sun prairie,383
sun river,2
sun river terrace,2
sun valley,294
sun village,24
sunapee,20
sunbright,21
sunburg,1
sunburst,8
sunbury,186
sundance,47
sundance dr chiloquin,1
sundance ranches deming,2
sunderland,30
sundown,7
sundown ln,1
sunfair,1
sunfield,17
sunfish lake,4
sunflower,6
sunland,118
sunland park,163
sunman,6
sunny hills,1
sunny isles beach,1125
sunny slopes,1
sunny valley,6
sunnybank,2
sunnydale saint,1
sunnyside,105
sunnyvale,852
sunol,15
sunray,10
sunrise,567
sunrise beach,162
sunriver,50
sunset,237
sunset beach,266
sunset hills,7
sunset park,1
sunset valley,1
sunshine,2
sunsites,2
superior,389
superior township,29
superstition,1
supply,520
suquamish,29
sur ln hot springs village,1
surf city,226
surfside,135
surfside beach,269
surgoinsville,33
suring,18
surprise,1591
surrency,2
surrey,18
surry,45
surveyor,2
susan,13
susanville,128
susquehanna,54
sussex,109
sutersville,6
sutherland,36
sutherland springs,3
sutherlin,91
sutter,23
sutter creek,93
sutton,126
suttons bay,80
suwanee,523
suwannee,9
swain,19
swainsboro,55
swainton,10
swaledale,2
swall meadows,6
swampscott,68
swan,4
swan creek township,3
swan lake,12
swan point,22
swan river,4
swan valley,24
swanger circle,1
swanlake,1
swannanoa,73
swanquarter,3
swans island,8
swansboro,191
swansea,194
swanton,127
swanville,18
swanzey,13
swarthmore,34
swartz creek,70
swatara,1
swatara township,1
swayzee,2
swea city,2
sweden,3
swedesboro,100
sweeden,1
sweeny,91
sweet,18
sweet home,117
sweet springs,9
sweet valley,12
sweet water,6
sweetser,1
sweetwater,181
sweitzer rd,1
swepsonville,1
swiftwater,9
swink,10
swisher,20
swiss township,4
swisshome,4
switz city,3
swoope,14
swords creek,9
swoyersville,17
sycamore,284
sycamore hills,1
sycamore township,39
sykesville,210
sylacauga,200
sylmar,409
sylva,382
sylvan,3
sylvan beach,13
sylvan grove,5
sylvan lake,3
sylvan lake rd,1
sylvan springs,16
sylvan township,4
sylvania,211
sylvester,27
sylvia,5
symmes township,28
symsonia,7
syosset,80
syracuse,1445
syria,3
t 3 sewanee hwy,1
t1 r9 wels,2
t10 sd,1
t11 r4 wels,1
t13 r8 wels,1
t3 indian purchase township,2
t3 r1 nbpp,1
t3 r12 wels,1
t3 r4 bkp wkr,3
t3 r9 nwp,1
t34n r1e hallberg rd,1
t5 r7 wels,1
t6 r1 nbpp,1
t8 r7 wels,1
ta r2 wels,1
taberg,20
tabernacle,43
tabernash,36
tabiona,5
table grove,1
table rock,1
tabor,8
tabor city,81
tacna,9
tacoma,2579
taconite,4
taft,171
tafton,64
taghkanic,17
tahlequah,408
tahoe city,32
tahoe vista,10
tahoka,9
taholah,3
tahoma,7
tahuya,22
tajique,7
takoma park,96
talala,21
talbott,71
talbotton,9
talco,26
talcott,3
talent,78
talihina,38
talisheek,1
talkeetna,10
talking rock,203
tall timbers,17
talladega,170
tallahassee,1125
tallapoosa,88
tallassee,100
tallmadge,153
tallman,1
tallmansville,4
tallula,2
tallulah,8
tallulah falls,2
talmage,5
talmo,4
talmoon,3
talofofo,21
taloga,3
talon trl crosslake,1
talpa,5
talty,12
tama,19
tamaqua,49
tamarac,662
tamarack,3
tamaroa,9
tamassee,23
tamiment,22
tamms,4
tamora,1
tampa,6058
tampico,3
tamuning,43
tamworth,25
taneytown,89
taneyville,1
tangent,4
tangier,1
tangipahoa,10
tanner,4
tannersville,109
taos,354
taos ski valley,29
tapiola,1
tappahannock,73
tappan,7
tar heel,7
tarboro,141
tarentum,53
tarkington,4
tarkington prairie,6
tarkio,6
tarpley,2
tarpon springs,302
tarrant,25
tarrs,3
tarrytown,31
tarversville,1
tarzana,229
taswell,4
tate,6
tate township,18
tatitlek,5
tatum,87
tatums,1
taunton,198
tavares,456
tavernier,79
tawas city,49
tawas township,1
taycheedah,1
taylor,297
taylor lake village,28
taylor mill,44
taylor page ave,2
taylor ridge,10
taylor springs,3
taylors,450
taylors falls,14
taylors island,7
taylorsville,388
taylorville,59
taymouth township,1
tazewell,181
tba southwest 136 ct,1
tbd 252 8 acres talbert ranch rd,1
tbd 42nd ct,1
tbd bachman grade rd oreana,1
tbd cushing churchill,1
tbd king ave pasco,3
tbd mogul lane inkom,1
tbd northwest 122nd pl,1
tbd off pomeroy lake rd,1
tbd southwest 152 ct,1
tbd terry peak summit rd,1
tbd2 albert hendry road,1
tchula,4
tea,35
teaberry,1
teachey,17
teague,68
teaneck,69
teasdale,1
teaticket,6
teays,1
tebbetts,1
tecate,2
tecolote,1
tecolotito,2
tecopa,1
tecumseh,191
tega cay,73
tehachapi,534
tehama,6
tehuacana,2
tekamah,5
tekoa,20
tekonsha,5
telephone,13
telferner,3
telford,95
tell city,64
tellico plains,127
telluride,73
temecula,1288
temescal valley,2
tempe,938
temperance,78
temperanceville,10
temple,1008
temple city,115
temple hills,209
temple terrace,171
templeton,107
ten mile,107
ten sleep,8
tenafly,43
tenaha,14
tenakee springs,2
tendoy,1
tenino,92
tenmile,4
tennant,1
tennessee,3
tennessee colony,17
tennessee ridge,10
tennille,33
tennyson,4
tensed,3
tenstrike,9
tequesta,76
tererro,1
terlingua,135
terlingua alpine,5
terllingua alpine,1
terlton,13
termo,14
terra,1
terra alta,88
terra bella,12
terra ceia,2
terra ceia island,1
terrace park,5
terral,1
terre haute,411
terre hill,3
terrebonne,103
terrell,276
terrell hills,19
terril,1
terry,44
terrytown,22
tescott,4
test oklahoma township,1
tesuque,1
teton,2
teton village,11
tetonia,61
teutopolis,6
tewksbury,164
tewksbury township,60
texarkana,330
texas city,685
texas creek,6
texas highway 186,1
texico,7
texline,1
texola,1
thackerville,10
thatcher,14
thaxton,32
thayer,57
thayne,22
the acreage,67
the cliffs ii sub unit blaine county,6
the colony,240
the dalles,203
the hills,7
the plains,31
the rock,1
the sea ranch,50
the shores on boyer lake lake park,3
the shores on boyer lake south lake park,2
the village,48
the villages,657
the woodlands,704
thebes,2
thelma,6
thendara,13
theodore,134
theodosia,25
theresa,51
theriot,14
thermal,151
thermopolis,54
thetford,6
thetford township,5
thibodaux,168
thicket,2
thief river falls,88
thiells,6
thiensville,20
third lake,9
thomas,19
thomas township,1
thomasboro,13
thomaston,257
thomastown township,3
thomasville,523
thompson,118
thompson falls,41
thompson ridge,6
thompsons,4
thompsons station,49
thompsontown,6
thompsonville,27
thomson,126
thonotosassa,121
thoreau,1
thorn hill,20
thornapple township,1
thorndale,22
thorndike,3
thorne bay,12
thornfield,3
thornhurst,30
thornton,639
thorntown,8
thornville,44
thornwood,13
thorofare,31
thorp,20
thorsby,61
thousand island park,1
thousand oaks,435
thousand palms,94
thrall,13
three forks,144
three lakes,37
three mile bay,22
three oaks,28
three rivers,176
three springs,14
three way,7
throckmorton,1
throop,27
thunderbolt,3
thurman,15
thurmond,13
thurmont,91
thurston,1
tibbie,1
tiburon,89
ticaboo,9
tickfaw,14
ticonderoga,82
tidewater,3
tidioute,2
tierra amarilla,28
tierra verde,97
tieton,22
tiffin,382
tiffin township,6
tifton,108
tigard,494
tiger,70
tigerton,14
tignall,42
tijeras,223
tiki island,54
tilden,9
tilden township,2
tilden wi,1
tilghman,25
tillamook,99
tillar,4
tillatoba,2
tilleda,1
tiller,2
tillman,2
tillson,9
tilton,15
tiltonsville,6
timber,1
timber cove,1
timberlake,32
timberon,114
timberville,33
timblin,1
timbo,1
timewell,2
timmonsville,47
timnath,147
timpson,26
tingley,7
tinley park,211
tinmouth,1
tinsman,1
tinton falls,81
tiny drive,1
tioga,83
tioga center,2
tiona,2
tionesta,23
tipler,1
tipler t wi,1
tiplersville,2
tipp city,187
tippecanoe,6
tipton,102
tiptonville,7
tiro,1
tisbury,4
tishomingo,35
tiskilwa,6
titlow hill,2
titonka,6
titus,22
titusville,879
tiverton,129
tivoli,42
toa alta,43
toa baja,50
toad lake township,1
toano,99
tobaccoville,44
tobinsport,3
tobyhanna,380
toccoa,178
todd,105
todd mission,1
toddville,11
tofte,5
togo,1
tohatchi dr cherokee village,1
toivola,1
tok,9
tokeen,1
tokeland,7
tolar,41
toledo,866
toledo bend,2
tolland,82
tollesboro,5
tolleson,183
tolley,2
tollhouse,15
tolono,24
tolovana park,1
toltec,3
toluca,14
toluca lake,78
toluca terrace,1
tom,1
tom bean,9
tomah,121
tomahawk,140
tomahawk wisconsin,1
tomales,7
tomball,1137
tombstone,55
tome,8
tomhegan twp,1
tomkins cove,3
tompkins,10
tompkinsville,33
toms brook,8
toms river,846
toms river township,10
tonasket,36
tonawanda,306
toney,52
tonganoxie,73
tongue river rd,1
tonica,8
tonka bay,11
tonkawa,23
tonopah,318
tontitown,35
tonto basin,66
tontogany,2
tony,1
tooele,184
tool,69
toomsboro,3
toomsuba,4
toone,9
topanga,139
topaz,2
topaz ranch estates,2
topeka,559
topinabee,16
topock,16
topock golden shores,81
toponas,1
toppenish,11
topping,19
topsail beach,36
topsfield,22
topsham,16
topton,84
toquerville,8
torbert,1
torch lake,16
torch lake township,4
tordenskjold township,1
tornado,2
tornillo,5
toronto,79
torrance,745
torreon,6
torrey,14
torrey pines dr asbury,1
torrington,217
toston,5
totowa,40
totowa boro,3
totz,2
touchet,10
toughkenamon,2
toulon,4
toutle,12
tovey,2
tow,13
towamensing township,4
towanda,96
tower,70
tower city,19
tower hill,3
tower lakes,7
town and country,47
town bluff,7
town creek,30
town of,1
town of liberty grov,7
town of webb,2
townbank,4
towner,3
townley,2
townsend,504
townshend,2
township,1
township of washington,11
township road 46,1
townsville,1
townville,35
towson,147
toyah,4
tr 8r saddle mtn ranch,1
trabuco canyon,61
tract a mucha lake,1
tract a twin lakes,1
tract b mucha lake,1
tract b twin lakes,1
tract c tbd 4805 county road 206,1
tract c twin lakes,1
tracy,644
tracy city,44
tracys landing,14
trade,16
trade lake,3
traer,25
trafalgar,10
trafford,73
trail,16
trail creek,5
trainer,1
tram,3
tranquillity,2
transfer,12
traphill,33
trappe,87
trapper creek,13
traskwood,7
travelers rest,413
traver,2
traverse city,915
treadway,2
treasure island,198
treasure lake,2
trego,31
trementina,1
tremont,42
tremont city,2
tremonton,47
trempealeau,16
trent,14
trent woods,40
trenton,1145
trenton township,4
tres piedras,46
tres pinos,4
tresckow,4
trescott township,4
trevor,64
trevorton,7
trevose,4
trexlertown,1
treynor,5
trezevant,3
triadelphia,12
triangle,91
tribbey,1
tribes hill,3
tribune,1
trilla,1
trimbelle,21
trimble,16
trimont,6
trinidad,173
trinity,671
trinity center,19
trinity pines,17
trinway,1
trion,48
tripoli,16
tripp,2
tripp township,1
triumph,1
trivoli,2
trommald,1
trona,37
trophy club,84
tropic,2
trosky,1
trotwood,44
troup,128
troupsburg,4
trout,5
trout creek,32
trout lake,20
trout lake township,2
trout run,3
trout valley,3
troutdale,107
troutman,107
troutville,70
troy,1590
troy little bear loop rd,5
troy northshore dr,1
troy pine creek rd,1
troy white dr,1
truchas,14
truckee,285
trucksville,7
truesdale,5
trujillo alto,58
truman,9
trumann,46
trumansburg,34
trumbauersville,4
trumbull,119
truro,47
trussville,489
truth or consequences,75
truxton,15
tryon,109
tualatin,190
tubac,169
tubbs street,1
tuckahoe,23
tuckasegee,136
tucker,219
tuckerman,11
tuckerton,103
tucson,8930
tucumcari,23
tuftonboro,33
tujunga,205
tukwila,89
tulalip,28
tulare,168
tularosa,50
tulelake,8
tuleta,3
tulia,32
tullahoma,89
tully,33
tulsa,3024
tumacacori,6
tumbling shoals,10
tumon,15
tumtum,14
tumwater,196
tunas,8
tunbridge,3
tunica,26
tunkhannock,73
tunnel hill,71
tunnelton,15
tuolumne,45
tupelo,580
tupper lake,56
tuppers plains,3
turbeville,3
turbotville,10
turin,19
turin township,1
turkey,8
turlock,445
turnberry way unit,2
turner,62
turners station,5
turnersville,26
turney,1
turon,4
turpin,3
turquoise trl unit tijeras,1
turrell,1
turret,2
turtle creek,30
turtle creek township,55
turtle lake,14
turtlepoint,5
turtletown,28
tuscaloosa,1072
tuscarawas,5
tuscarora,1
tuscola,144
tusculum,3
tuscumbia,124
tushka,2
tuskahoma,29
tuskegee,28
tussy,1
tusten,2
tustin,315
tutor key,3
tuttle,163
tuxedo,1
tuxedo park,36
twain,3
twain harte,99
twelve mile,1
twentynine palms,781
twentynineth street,1
twin bridges,13
twin city,9
twin falls,443
twin lake,53
twin lakes,162
twin oaks,2
twin oaks loop motley,3
twin peaks,81
twin rocks,2
twin township,3
twin valley,1
twining,10
twinsburg,117
twisp,31
two harbors,63
two harbors unorg terr,1
two inlets township,1
two rivers,62
tx,1
tx 76371 knox county,1
tyaskin,10
tybee island,60
tye,5
tye river,1
tygh valley,17
tyler,1149
tyler hill,7
tylersburg,1
tylerton,3
tylertown,41
tynan,2
tyndall,3
tyner,29
tyngsborough,54
tyonek,2
tyringham,14
tyro,6
tyrone,113
tyrone township,31
tyronza,2
tysons,2
u26 rio communities,1
ubly,6
ucross,3
udall,7
uehling,3
uhland,11
uhrichsville,69
uintah,2
ukiah,180
ulen,28
ullin,4
ulm,8
ulman,1
ulster,13
ulster park,34
ulysses,74
umatilla,241
umbarger,7
umpire,2
umpqua,9
unadilla,75
uncasville,18
underhill,2
underwood,23
undetermined lake county,2
uneeda,2
unicoi,62
unicorp drummonds,3
unicorp eads,7
unicorp memphis,7
unicorp rossville,1
unicorp saulsbury,1
union,847
union beach,64
union bridge,36
union center,2
union church,8
union city,725
union city in,1
union dale,28
union gap,13
union grove,76
union hall,91
union hill,2
union mills,61
union pier,34
union point,12
union springs,23
union star,4
union township,173
union twp,356
union valley,3
uniondale,42
uniontown,341
unionville,165
unit 22 rio rancho,1
unit 25 rio rancho,1
unit 7 rio rancho,1
unit peck,10
unit u rio communities,1
unity,22
unity township,1
unityville,1
universal city,45
university city,90
university heights,152
university park,210
university place,203
unknown,1404
