description,price,description_clean
"Deluxe new construction in the heart of Brentwood! This luxury condo with exclusive designer finishes welcomes w/ abundance of natural light, high ceilings &  an open floor plan ideal for entertaining. Custom kitchen cabinets w/ Quartz countertops adds class. Hardwood floors throughout w/ an oversized master suite.  Quiet backyard adds a serene touch. <10 min to DT, Walk/bike to Little Deli, Brentwood Social House, & Burnet corridor, Brentwood Elementary School (ranked better than 93% schools in TX!)Restrictions: Yes  Sprinkler Sys:Yes",749900.0,"deluxe new construction in the heart of brentwood! this luxury condo with exclusive designer finishes welcomes w/ abundance of natural light, high ceilings an open floor plan ideal for entertaining. custom kitchen cabinets w/ quartz countertops adds class. hardwood floors throughout w/ an oversized master suite. quiet backyard adds a serene touch. 10 min to dt, walk/bike to little deli, brentwood social house, burnet corridor, brentwood elementary school ranked better than 93% schools in tx! restrictions yes sprinkler sys yes"
"Contemporary design by Paradisa Homes in the heart of Crestview. Functional floor plan with main floor master suite and wide open floor plan. Fleetwood door integrates the covered back patio and the main living area which allows for spacious indoor/outdoor living. Wide plank wood flooring throughout, gourmet kitchen with custom built cabinets and quartz countertops. Well planned window placement floods the home with natural light. The home is finished out with designer finishes, and smart home technology.",899000.0,"contemporary design by paradisa homes in the heart of crestview. functional floor plan with main floor master suite and wide open floor plan. fleetwood door integrates the covered back patio and the main living area which allows for spacious indoor/outdoor living. wide plank wood flooring throughout, gourmet kitchen with custom built cabinets and quartz countertops. well planned window placement floods the home with natural light. the home is finished out with designer finishes, and smart home technology."
"Reduced! Custom Boho farmhouse in heart of Crestview. Ultra-rare street frontage unit - not in someone else's back yard. Designer-driven fixtures + finishes. Soaring vaulted ceilings + intimate private terrace in master bedroom. Huge 2nd terrace overlooks tree-lined street. Kitchen boasts granite countertops + custom built cabinetry. Lives much bigger than the total sqft - abundant outdoor living spaces and tons of light. Almost certain to be last new home of any size, type or finish in Crestview - ever.",372000.0,"reduced! custom boho farmhouse in heart of crestview. ultra-rare street frontage unit - not in someone else s back yard. designer-driven fixtures finishes. soaring vaulted ceilings intimate private terrace in master bedroom. huge 2nd terrace overlooks tree-lined street. kitchen boasts granite countertops custom built cabinetry. lives much bigger than the total sqft - abundant outdoor living spaces and tons of light. almost certain to be last new home of any size, type or finish in crestview - ever."
"4805 Finley Dr, Austin, TX 78731 is a single family home that contains 1,316 sq ft and was built in 1952. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $651,313. The Rent Zestimate for this home is $2,500/mo. ",599000.0,"4805 finley dr, austin, tx 78731 is a single family home that contains 1,316 sq ft and was built in 1952. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"This charming home is located right in the heart of central Austin in the sought after Shoalmont neighborhood.  The location is unbeatable, sitting on a corner lot on a low traffic street.  The house has been tastefully updated while keeping true to the vintage of the neighborhood and old Austin.  The interior boasts hardwood floors, vaulted ceilings, and an abundance of natural light throughout.  The heart of the home is the wonderful  gourmet kitchen that overlooks the two living areas, dining room, and the private backyard.  French doors lead you from the interior to the back courtyard, which is a wonderful spot to enjoy the peaceful backyard space  There are three full bedrooms, with the primary bedroom wing set at the quiet back part of the house.   The primary bedroom has high ceilings, a built in desk space, windows over looking the courtyard, and a walk in closet.  The wonderful primary bathroom has dual vanities, a walk in shower, and garden tub that overlooks the backyard.  This location is so convenient, and walkable to Fonda San Miguel, Epicerie, La Mancha, and the Yarborough Public Library.  You can easily access the improved biking trails on Shoal Creek Blvd and all of the eateries, bakeries, and action on Burnet Road.  The home also feeds to the exemplary Highland Park Elementary School, as well as the Lamar Middle School, and McCallum High fine arts academies. Other great features are the mudroom off of the kitchen, and a large storage building in the backyard.",835000.0,"this charming home is located right in the heart of central austin in the sought after shoalmont neighborhood. the location is unbeatable, sitting on a corner lot on a low traffic street. the house has been tastefully updated while keeping true to the vintage of the neighborhood and old austin. the interior boasts hardwood floors, vaulted ceilings, and an abundance of natural light throughout. the heart of the home is the wonderful gourmet kitchen that overlooks the two living areas, dining room, and the private backyard. french doors lead you from the interior to the back courtyard, which is a wonderful spot to enjoy the peaceful backyard space there are three full bedrooms, with the primary bedroom wing set at the quiet back part of the house. the primary bedroom has high ceilings, a built in desk space, windows over looking the courtyard, and a walk in closet. the wonderful primary bathroom has dual vanities, a walk in shower, and garden tub that overlooks the backyard. this location is so convenient, and walkable to fonda san miguel, epicerie, la mancha, and the yarborough public library. you can easily access the improved biking trails on shoal creek blvd and all of the eateries, bakeries, and action on burnet road. the home also feeds to the exemplary highland park elementary school, as well as the lamar middle school, and mccallum high fine arts academies. other great features are the mudroom off of the kitchen, and a large storage building in the backyard."
"This is a fabulous mid century modern home right in the heart of Allandale.  The oversized lot has towering oak trees in the shady front yard, and a private pecan filled back yard.  The interior has an open floor plan that is wonderful for entertaining.  There are stained concrete floors, interior brick accents, vintage tile, recessed LED lighting, and abundant natural light throughout.  The house has maintained its timeless mid century feel, but has been updated with a newer roof and mechanical systems.",645000.0,"this is a fabulous mid century modern home right in the heart of allandale. the oversized lot has towering oak trees in the shady front yard, and a private pecan filled back yard. the interior has an open floor plan that is wonderful for entertaining. there are stained concrete floors, interior brick accents, vintage tile, recessed led lighting, and abundant natural light throughout. the house has maintained its timeless mid century feel, but has been updated with a newer roof and mechanical systems."
"Gorgeous 3 bed + studio craftsman in desirable central Austin neighborhood. Updated throughout this home offers hardwoods, tall ceilings, spacious bedrooms and large private back yard. 3 beds on main level. Access loft + studio from back stairs - ideal for separate office space. Art or yoga studio detached behind house. Lush trees, wide streets and easy access to downtown! Refrigerator being installed. Do not miss this one!",625000.0,"gorgeous 3 bed studio craftsman in desirable central austin neighborhood. updated throughout this home offers hardwoods, tall ceilings, spacious bedrooms and large private back yard. 3 beds on main level. access loft studio from back stairs - ideal for separate office space. art or yoga studio detached behind house. lush trees, wide streets and easy access to downtown! refrigerator being installed. do not miss this one!"
"Urban farmhouse offering 3bd/3.5ba with soaring ceilings, wood floors through downstairs, spacious master suite, walk-in closets, soaking tub, separate shower, covered outdoor living. Gourmet kitchen with stainless Bosch appliances, quartz counters, tile backsplash & high-end cabinets. Master and study on first floor; 2 bdrms & game  room up. Minutes from neighborhood schools, restaurants, coffee shops, fine dining, grocery and The Grove. Est completion Oct 2018.",1015000.0,"urban farmhouse offering 3bd/3.5ba with soaring ceilings, wood floors through downstairs, spacious master suite, walk-in closets, soaking tub, separate shower, covered outdoor living. gourmet kitchen with stainless bosch appliances, quartz counters, tile backsplash high-end cabinets. master and study on first floor 2 bdrms game room up. minutes from neighborhood schools, restaurants, coffee shops, fine dining, grocery and the grove. est completion oct 2018."
"Rare find .458 acres in Fiset Place. 3/2 one story in sought after area 4. Floorplan feels much larger than it is. Lot has beautiful pecan trees and plenty of privacy for pool ! Hardwood floors, custom tile in baths, and high ceilings . Top of the line appliances create a cooks dream kitchen.  Kitchen includes : Wolf stove and vent hood, built in Thermadore expresso machine, and Bosch microwave and dishwasher. Large deck with hot tub conveys. Minutes from downtown, restaurants, and shopping !",850000.0,"rare find .458 acres in fiset place. 3/2 one story in sought after area 4. floorplan feels much larger than it is. lot has beautiful pecan trees and plenty of privacy for pool ! hardwood floors, custom tile in baths, and high ceilings . top of the line appliances create a cooks dream kitchen. kitchen includes wolf stove and vent hood, built in thermadore expresso machine, and bosch microwave and dishwasher. large deck with hot tub conveys. minutes from downtown, restaurants, and shopping !"
"2709 W 49th 1/2 St, Austin, TX 78731 is a single family home that contains 1,524 sq ft and was built in 1953. It contains 2 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $574,279. The Rent Zestimate for this home is $2,500/mo. ",364900.0,"2709 w 49th 1/2 st, austin, tx 78731 is a single family home that contains 1,524 sq ft and was built in 1953. it contains 2 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Perfect opportunity to live on a great street in central Austin and feeds to desirable Highland Park Elementary. Beautifully positioned among the trees this single-story home offers ample storage, sizable bedrooms and gracious entertaining areas. Could be lived in AS-IS or provides for an opportunity to do surfaces. Walking distance to local eateries and new development, The Grove. Includes 2 car carport. Original owner.",550000.0,"perfect opportunity to live on a great street in central austin and feeds to desirable highland park elementary. beautifully positioned among the trees this single-story home offers ample storage, sizable bedrooms and gracious entertaining areas. could be lived in as-is or provides for an opportunity to do surfaces. walking distance to local eateries and new development, the grove. includes 2 car carport. original owner."
"2617 Fiset Dr, Austin, TX 78731 is a single family home that contains 1,548 sq ft and was built in 1954. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $1,574,607. The Rent Zestimate for this home is $2,706/mo. ",599000.0,"2617 fiset dr, austin, tx 78731 is a single family home that contains 1,548 sq ft and was built in 1954. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Fabulous new construction on beautiful tree-lined street; designer finishes throughout.  Open concept living, gourmet kitchen w/48"" Thermador gas range, drawer microwave and wine fridge.  Hardwood floors throughout, quartz countertops, Anderson windows and Western sliders. Vaulted master and study downstairs. 3 beds and 2 full baths and gameroom upstairs. Nest thermostats, pre-wired for speakers and internet. Walkability to restaurants, library, Shoal Creek bike trail and more.",1250000.0,"fabulous new construction on beautiful tree-lined street designer finishes throughout. open concept living, gourmet kitchen w/48 thermador gas range, drawer microwave and wine fridge. hardwood floors throughout, quartz countertops, anderson windows and western sliders. vaulted master and study downstairs. 3 beds and 2 full baths and gameroom upstairs. nest thermostats, pre-wired for speakers and internet. walkability to restaurants, library, shoal creek bike trail and more."
"Great home in a wonderful neighborhood in central Austin. Two story, 3 bedroom /1 full bath, 2 half- baths, 1715 sq. ft. (TCAD), with screened in porch. House is on a large, tree covered lot (.2011 acre, TCAD) with 2 backyard areas and a storage shed. Hardwood floors in the living / dining area. Granite tile counters in the kitchen. 
Buyers agents welcome. Please do not contact me if you are a realtor and would like to list my home. Please contact me via email 4904WestMarketDrive@gmail.com for best results. ",549000.0,"great home in a wonderful neighborhood in central austin. two story, 3 bedroom /1 full bath, 2 half- baths, 1715 sq. ft. tcad , with screened in porch. house is on a large, tree covered lot .2011 acre, tcad with 2 backyard areas and a storage shed. hardwood floors in the living / dining area. granite tile counters in the kitchen. buyers agents welcome. please do not contact me if you are a realtor and would like to list my home. please contact me via email 4904westmarketdrive gmail.com for best results."
"Unbeatable Central Location - Walk to Restaurants, Shops and Schools!

A true gem of a home situated between Allendale and Rosedale on Shoal Creek Boulevard is now available for rent! This one-of-kind 3 bedroom/ 2 bathroom house is full of vintage appeal with all the modern updates. Minutes from downtown, UT and Medical Center. Enjoy a walkable neighborhood with easy access to local boutiques, coffee shops and restaurants, or hop on your bicycle and find yourself at any one of the local parks; Triangle Park, Ramsey Park or Perry Neighborhood Park.
Central Market and the ever-evolving, always thriving Burnet road corridor are right around the corner for all your shopping, dining and entertainment needs. 
 
Features:
3 Bedrooms/2 Full Bathrooms
Closets and Storage Throughout
Warm Hardwoods
Large Laundry Room w/Counter Space
Private Fenced-in Backyard
French Doors to relaxing Porch Ideal for Grilling or Lounging
Open Kitchen and Dining Space
Modern Stainless Appliances
Custom Inlay Italian Tile
Large Living Area
Updated Modern Master Suite with 2 closets
Off-street Driveway Parking

Schools:
Highland Park Elm
Lamar Middle
McCallum High

*Pets are negotiable

Tenant responsible for utilities and lawn maintenance. Owner pays for Pest Control. *New Discounted rental price ($2900) when you sign in May for June 1 start!*",615000.0,"unbeatable central location - walk to restaurants, shops and schools! a true gem of a home situated between allendale and rosedale on shoal creek boulevard is now available for rent! this one-of-kind 3 bedroom/ 2 bathroom house is full of vintage appeal with all the modern updates. minutes from downtown, ut and medical center. enjoy a walkable neighborhood with easy access to local boutiques, coffee shops and restaurants, or hop on your bicycle and find yourself at any one of the local parks triangle park, ramsey park or perry neighborhood park. central market and the ever-evolving, always thriving burnet road corridor are right around the corner for all your shopping, dining and entertainment needs. features 3 bedrooms/2 full bathrooms closets and storage throughout warm hardwoods large laundry room w/counter space private fenced-in backyard french doors to relaxing porch ideal for grilling or lounging open kitchen and dining space modern stainless appliances custom inlay italian tile large living area updated modern master suite with 2 closets off-street driveway parking schools highland park elm lamar middle mccallum high pets are negotiable tenant responsible for utilities and lawn maintenance. owner pays for pest control. new discounted rental price when you sign in may for june 1 start!"
"Fabulous Mid-Century architecture and design in Allandale on Shoal Creek Boulevard. Completely updated and modernized on a .4 acre lot with centuries-old Heritage Oaks. 3199sf with ENORMOUS great room with bar, master suite with luxurious Japanese soaking tub in bath, concrete and wood floor throughout. All new windows, plumbing, electrical and HVAC. Truly unique property, must see!",595999.0,"fabulous mid-century architecture and design in allandale on shoal creek boulevard. completely updated and modernized on a .4 acre lot with centuries-old heritage oaks. 3199sf with enormous great room with bar, master suite with luxurious japanese soaking tub in bath, concrete and wood floor throughout. all new windows, plumbing, electrical and hvac. truly unique property, must see!"
"5007 Shoal Creek Blvd, Austin, TX 78756 is a single family home that contains 1,680 sq ft and was built in 1948. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $762,157. The Rent Zestimate for this home is $2,945/mo. ",675000.0,"5007 shoal creek blvd, austin, tx 78756 is a single family home that contains 1,680 sq ft and was built in 1948. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Gorgeous home with the original owner who when purchased made extensive upgrades in the way of wood floors, stainless steel appliances, kitchen & bath countertops + kitchen backsplash.  This home is an oasis ideally located in 78731 and in a hidden gem of a neighborhood -- master suite on the main level: large bathroom, walk-in closet, walk-in rain shower, double sinks.  Upstairs has a Jack &  Jill bath w/3 additional bedrooms.  Outdoor features a covered patio with fireplace, two fire pits, water feature. Only a 10-15 min drive to both Downtown and The Domain. A must see!",999998.0,"gorgeous home with the original owner who when purchased made extensive upgrades in the way of wood floors, stainless steel appliances, kitchen bath countertops kitchen backsplash. this home is an oasis ideally located in 78731 and in a hidden gem of a neighborhood -- master suite on the main level large bathroom, walk-in closet, walk-in rain shower, double sinks. upstairs has a jack jill bath w/3 additional bedrooms. outdoor features a covered patio with fireplace, two fire pits, water feature. only a 10-15 min drive to both downtown and the domain. a must see!"
"4810 Placid Pl, Austin, TX 78731 is a single family home that contains 1,771 sq ft and was built in 1964. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $614,836. The Rent Zestimate for this home is $2,800/mo. ",575000.0,"4810 placid pl, austin, tx 78731 is a single family home that contains 1,771 sq ft and was built in 1964. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Owner/Agent. Great development opportunity! Corner lot within minutes of downtown! Home is rented month-to-month. Receive income while planning for highest and best. Call For More Info   Highly sought after Rosedale neighborhood. Close to everything Austin! 3 bedrooms, 1 bathroom home. 
Dining Description: Breakfast Area, Formal Dining Room , Lot Features: Corner , View: No View , Deck , Patio-Covered , Porch-Open , Sidewalk , Fence: Chain Link, See Agent , Trees: Medium (20 Ft - 40 Ft) , Sprinkler System: Yes , Cook Top Gas , Disposal , Dishwasher ,Refrigerator ,Range-Free Standing
",425000.0,"owner/agent. great development opportunity! corner lot within minutes of downtown! home is rented month-to-month. receive income while planning for highest and best. call for more info highly sought after rosedale neighborhood. close to everything austin! 3 bedrooms, 1 bathroom home. dining description breakfast area, formal dining room , lot features corner , view no view , deck , patio-covered , porch-open , sidewalk , fence chain link, see agent , trees medium 20 ft - 40 ft , sprinkler system yes , cook top gas , disposal , dishwasher ,refrigerator ,range-free standing"
"Gorgeous home fully renovated in 2007 featuring beautiful Brazilian cherry hardwood flooring, high efficiency double paned windows, screened in porch off master bedroom & many other great updates throughout. Spacious backyard w/ large deck overlooks Shoal Creek w/ private stairway access, perfect for relaxing or entertaining. Great location in central Austin, walking distance to tons of great restaurants, 5 minutes to Randall's/Central Market, and just 10 minutes to UT & tons of great downtown locations.",769900.0,"gorgeous home fully renovated in 2007 featuring beautiful brazilian cherry hardwood flooring, high efficiency double paned windows, screened in porch off master bedroom many other great updates throughout. spacious backyard w/ large deck overlooks shoal creek w/ private stairway access, perfect for relaxing or entertaining. great location in central austin, walking distance to tons of great restaurants, 5 minutes to randall s/central market, and just 10 minutes to ut tons of great downtown locations."
"Midcentury Bungalow style.  Corner lot.  Recent remodel and upgrades.  Granite countertops, travertine and hardwood flooring.  Bathrooms updated, copper sink, mosiac glass tile backsplash.  Updated fixtures and ceiling fans.  4 Bedrooms, 2 Bathrooms, living, dining, kitchen and study.  Concrete driveway and wood fencing. 3 car parking driveway.",649900.0,"midcentury bungalow style. corner lot. recent remodel and upgrades. granite countertops, travertine and hardwood flooring. bathrooms updated, copper sink, mosiac glass tile backsplash. updated fixtures and ceiling fans. 4 bedrooms, 2 bathrooms, living, dining, kitchen and study. concrete driveway and wood fencing. 3 car parking driveway."
"Nicely updated home w/ open, spacious floorplan on quiet street in highly desirable Shoalwood. Hardwood floors & wood windows. Formal living, office/3rd bedroom. Kitchen w/ granite counters & breakfast bar opens to large family room w/ built-in shelves & fireplace for great entertaining space. Updated baths: master w/ walk-in travertine shower, granite double vanity; guest w/ marble tile & vanity. 1/4 acre lot w/ covered back porch & deck. New front landscaping w/ seasonal color. Walk to Burnet favorites!",609950.0,"nicely updated home w/ open, spacious floorplan on quiet street in highly desirable shoalwood. hardwood floors wood windows. formal living, office/3rd bedroom. kitchen w/ granite counters breakfast bar opens to large family room w/ built-in shelves fireplace for great entertaining space. updated baths master w/ walk-in travertine shower, granite double vanity guest w/ marble tile vanity. 1/4 acre lot w/ covered back porch deck. new front landscaping w/ seasonal color. walk to burnet favorites!"
"4913 Strass Dr, Austin, TX 78731 is a single family home that contains 1,455 sq ft and was built in 1953. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $837,687. The Rent Zestimate for this home is $2,500/mo. ",700000.0,"4913 strass dr, austin, tx 78731 is a single family home that contains 1,455 sq ft and was built in 1953. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"This house has the WOW factor! Completely remodeled, spacious 3/2 1,836 sq ft/appraiser*Wood & tile floors throughout*Lg Master suite w/french doors opening to the patio & backyard! Master Bath has gorgeous double/separate vanity w/ full-tile wall accent, large separate shower with overhead rain shower head, custom his/hers closets/drawers*Kitchen boasts a huge quartz eat-in island, custom revolving kitchen pantry, stainless appliances w/unique wood accent wall & picture windows*Epoxy garage floor*Storage",719000.0,"this house has the wow factor! completely remodeled, spacious 3/2 1,836 sq ft/appraiser wood tile floors throughout lg master suite w/french doors opening to the patio backyard! master bath has gorgeous double/separate vanity w/ full-tile wall accent, large separate shower with overhead rain shower head, custom his/hers closets/drawers kitchen boasts a huge quartz eat-in island, custom revolving kitchen pantry, stainless appliances w/unique wood accent wall picture windows epoxy garage floor storage"
"Charming 2 bedroom 1 bath home in highly sought after Allendale on over 1/4 acre!  This home is within walking distance to many area amenities, restaurants and entertainment.  The home features a remodeled kitchen, front and back decks, a healthy lush yard and large storage shed.  The pecan tress are large, abundant and located in areas to allow for an addition to the current home or 3,000+ square foot new build.  This home is a great value and rare opportunity to get into Allendale for under $500,000!",455000.0,"charming 2 bedroom 1 bath home in highly sought after allendale on over 1/4 acre! this home is within walking distance to many area amenities, restaurants and entertainment. the home features a remodeled kitchen, front and back decks, a healthy lush yard and large storage shed. the pecan tress are large, abundant and located in areas to allow for an addition to the current home or 3,000 square foot new build. this home is a great value and rare opportunity to get into allendale for under !"
"Light, bright, and gorgeous! This renovated 1950s ranch style home in Austin's sought-after Allandale area, artfully combines midcentury design with modern amenities for modern living. Open living/kitchen/dining floor plan. The well-appointed kitchen includes waterfall quartz countertops, custom cabinetry with brass hardware, eat-in bar, walk-in pantry, 5-burner gas range, and coffee station. Master suite with roomy walk-in closet with built-ins, handcrafted barndoor accent leads to the master bathroom with oversized walk-in shower and dual vanities. Wood floors throughout main living areas and bedrooms - no carpet! One car garage is equipped with Tesla charger and don't miss the large insulated bonus storage room off of the garage. Wall of windows overlooks the spacious landscaped yard and outdoor living area. Automatic sprinklers. Updated windows. Smooth finish interior walls and recessed lighting. Exposed shiplap accent walls. Short commute to downtown or the Domain. Zoned for excellent Austin ISD schools.",750000.0,"light, bright, and gorgeous! this renovated 1950s ranch style home in austin s sought-after allandale area, artfully combines midcentury design with modern amenities for modern living. open living/kitchen/dining floor plan. the well-appointed kitchen includes waterfall quartz countertops, custom cabinetry with brass hardware, eat-in bar, walk-in pantry, 5-burner gas range, and coffee station. master suite with roomy walk-in closet with built-ins, handcrafted barndoor accent leads to the master bathroom with oversized walk-in shower and dual vanities. wood floors throughout main living areas and bedrooms - no carpet! one car garage is equipped with tesla charger and don t miss the large insulated bonus storage room off of the garage. wall of windows overlooks the spacious landscaped yard and outdoor living area. automatic sprinklers. updated windows. smooth finish interior walls and recessed lighting. exposed shiplap accent walls. short commute to downtown or the domain. zoned for excellent austin isd schools."
"5300 Turnabout Ln, Austin, TX 78731 is a single family home that contains 2,133 sq ft and was built in 1954. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $589,419. The Rent Zestimate for this home is $3,000/mo. ",599900.0,"5300 turnabout ln, austin, tx 78731 is a single family home that contains 2,133 sq ft and was built in 1954. it contains 3 bedrooms and 2 bathrooms. the zestimate for this house is . the rent zestimate for this home is /mo."
"Charming home in Rosedale, lovingly RESTORED, ENLARGED and IMPROVED!  Open floor plan, incredible kitchen! 0.28 acres with HUGE oak tree in the back and Shoal Creek 20' below - house is NOT in flood plain!  New master suite with vaulted ceiling and his/hers walk-in closets, hardwood flooring throughout, tankless water heater, KitchenAid appliances, quartz countertops.  Professionally redone from top to bottom!",474900.0,"charming home in rosedale, lovingly restored, enlarged and improved! open floor plan, incredible kitchen! 0.28 acres with huge oak tree in the back and shoal creek 20 below - house is not in flood plain! new master suite with vaulted ceiling and his/hers walk-in closets, hardwood flooring throughout, tankless water heater, kitchenaid appliances, quartz countertops. professionally redone from top to bottom!"
"Beautiful home with lots of upgrades. Location, location, location! Established neighborhood, with large trees, but so close to everything! Close proximity to Burnet Road restaurants as well as gems tucked into the neighborhood like Ramsey Park, Taco Shack, Fonda San Miguel, La Mancha, the original Kerbey Lane Cafe, and soon a close distance to The Grove. Amazing floor plan with master retreat, open kitchen, eating area, family room, office, and utility room downstairs. Upstairs are three bedrooms, a large bonus space, and two full bathrooms, one of which is a Jack and Jill. Wood floors throughout the house. Open concept kitchen with granite island, built in double ovens, six burner gas cook top, built in microwave, large pantry, and cabinets all the way to the ceiling for storage. Large outdoor living space with vaulted ceiling, screened in (no bugs!), built in outdoor kitchen with Memphis Pro wood pellet grill/smoker, fridge, and gas side burner. Call 512-200-9012 for an appointment.",319500.0,"beautiful home with lots of upgrades. location, location, location! established neighborhood, with large trees, but so close to everything! close proximity to burnet road restaurants as well as gems tucked into the neighborhood like ramsey park, taco shack, fonda san miguel, la mancha, the original kerbey lane cafe, and soon a close distance to the grove. amazing floor plan with master retreat, open kitchen, eating area, family room, office, and utility room downstairs. upstairs are three bedrooms, a large bonus space, and two full bathrooms, one of which is a jack and jill. wood floors throughout the house. open concept kitchen with granite island, built in double ovens, six burner gas cook top, built in microwave, large pantry, and cabinets all the way to the ceiling for storage. large outdoor living space with vaulted ceiling, screened in no bugs! , built in outdoor kitchen with memphis pro wood pellet grill/smoker, fridge, and gas side burner. call 512-200-9012 for an appointment."
"Charming mid-century one story house with large backyard in the quaint Shoal Creek neighborhood. This natural light-filled home features windows in every room, a fresh neutral color palette, and warm hardwood floors throughout. Recently updated kitchen features custom cabinetry, stone counters, and stainless-steel appliances. Located near the thriving/updated Burnet Road  amenities.",325000.0,"charming mid-century one story house with large backyard in the quaint shoal creek neighborhood. this natural light-filled home features windows in every room, a fresh neutral color palette, and warm hardwood floors throughout. recently updated kitchen features custom cabinetry, stone counters, and stainless-steel appliances. located near the thriving/updated burnet road amenities."
"A well built, updated home located in the sought after Highland Park neighborhood.  The exterior has a welcoming front porch, masonry construction, native landscaping, & a metal roof.  Inside you will find hardwood floors, an updated kitchen that opens to the family room, a comfortable TV room, & large master suite with vaulted ceilings.  The real bonus is the fabulous detached guest house that has a full kitchen & bathroom.  A large pantry & mudroom, Highland Park Elementary, and so close to everything.",825000.0,"a well built, updated home located in the sought after highland park neighborhood. the exterior has a welcoming front porch, masonry construction, native landscaping, a metal roof. inside you will find hardwood floors, an updated kitchen that opens to the family room, a comfortable tv room, large master suite with vaulted ceilings. the real bonus is the fabulous detached guest house that has a full kitchen bathroom. a large pantry mudroom, highland park elementary, and so close to everything."
"Unique opportunity to own a completely remodeled home in a great location.  Truly one-of-a-kind property.  Too many upgrades to list, massive backyard, functional layout, custom features throughout, lots of style.  Will hit the MLS market in one week.  Owner/agent.  Please contact owner/agent directly to arrange pre-market tour.  Pre-qualified buyers only.  ",544900.0,"unique opportunity to own a completely remodeled home in a great location. truly one-of-a-kind property. too many upgrades to list, massive backyard, functional layout, custom features throughout, lots of style. will hit the mls market in one week. owner/agent. please contact owner/agent directly to arrange pre-market tour. pre-qualified buyers only."
"Beautiful updated home with an open floor plan. Abundance of natural light and charm. Wood floors in the living area and kithchen. Large walk in closet. Huge wood deck to go along with a giant back yard. Spacious master suite. Carport to protect your vehicle. Great location conveniently located next to major thoroughfares, restaurants, parks, shopping etc. Great central location just blocks from Mopac/Hwy 1 and easy commute to anywhere in Austin.",339900.0,"beautiful updated home with an open floor plan. abundance of natural light and charm. wood floors in the living area and kithchen. large walk in closet. huge wood deck to go along with a giant back yard. spacious master suite. carport to protect your vehicle. great location conveniently located next to major thoroughfares, restaurants, parks, shopping etc. great central location just blocks from mopac/hwy 1 and easy commute to anywhere in austin."
"Central Austin opportunity with this stylish craftsman 4br/3ba 5 star energy home.  Open living with large windows, wood floors, chef's kitchen with breakfast bar, lots of storage & work space. Bonus room off of kitchen that's perfect for work from home office or additional living. Master suite down with high ceilings & natural light. 3 beds up plus nook on landing for add'l work space or entertainment area. Mature backyard extends living space w/ outdoor kitchen, new AOG grill, fire pit & gardens galore!",235000.0,"central austin opportunity with this stylish craftsman 4br/3ba 5 star energy home. open living with large windows, wood floors, chef s kitchen with breakfast bar, lots of storage work space. bonus room off of kitchen that s perfect for work from home office or additional living. master suite down with high ceilings natural light. 3 beds up plus nook on landing for add l work space or entertainment area. mature backyard extends living space w/ outdoor kitchen, new aog grill, fire pit gardens galore!"
"Single family home with 1 apartment bedroom added on with breezeway in between. With a neighborhood but near enough to be convenient. A nice patio and courtyard between. With a separate fence in the back and a peaceful neighborhood

",600000.0,single family home with 1 apartment bedroom added on with breezeway in between. with a neighborhood but near enough to be convenient. a nice patio and courtyard between. with a separate fence in the back and a peaceful neighborhood
"Location! Location! Location! Cute 1950's home. Lots of opportunity on this corner lot *3 bed, 2 bath. *Original wood floors *8 year old roof *some double paned windows *Large back yard *Large carport *Ready for remodel or start over *Lots of value in the land alone *Sought after Highland Village location *Big 0.26 acre - Corner Lot *Zoned to Highland Park Elementary.",610000.0,"location! location! location! cute 1950 s home. lots of opportunity on this corner lot 3 bed, 2 bath. original wood floors 8 year old roof some double paned windows large back yard large carport ready for remodel or start over lots of value in the land alone sought after highland village location big 0.26 acre - corner lot zoned to highland park elementary."
"Charming bungalow in desirable Allandale neighborhood. Home features open kitchen & dining room, vaulted ceilings w/skylights, wood burning stove, updated master w/walk-in closet & screened living area w/sprawling deck to boot! Prime central Austin location with access to restaurants, bars, shops & trails. Amazing opportunity, must see this gem!",374900.0,"charming bungalow in desirable allandale neighborhood. home features open kitchen dining room, vaulted ceilings w/skylights, wood burning stove, updated master w/walk-in closet screened living area w/sprawling deck to boot! prime central austin location with access to restaurants, bars, shops trails. amazing opportunity, must see this gem!"
